"clintondis","vote","dem","rep","female","persfinance","natlecon","fake1","fake2","fake3","fake4","fake5"
4e-04,"Clinton",1,0,1,-1,-1,33.5067795078184,0.196278045472469,0.327271433103657,16.6106440133881,2.93065717327095
9.1204,"Perot",0,1,1,1,-1,27.6360429613603,2.48799787722146,1.36677132484725,8.52547370712273,0.434372534044087
1.0404,"Bush",0,1,1,0,-1,24.6608814700658,0.431098928114991,0.0747423674911261,7.54385916725732,2.01129849805477
16.16,"Bush",0,1,0,1,1,28.9101254267085,0.188753109329833,0.0292169984846519,4.18627909827046,2.957167705235
0.9604,"Clinton",1,0,0,1,-1,24.8699777584638,-1.34224312528345,0.50914248821319,12.6987953020725,1.01423273231359
4e-04,"Bush",0,1,0,1,-1,26.3555438535443,0.00285604762222659,0.121095906943083,3.07090431009419,0.00387060932338382
9.1204,"Bush",0,1,1,1,0,26.8748036607537,-0.221326153166881,0.0348081021558376,7.77532807318494,2.42864647732286
9.1204,"Bush",0,1,1,-1,-1,21.5665334462879,-0.0110458298093738,0.241832118120016,7.76148237613961,0.323497289791703
9.1204,"Bush",0,1,1,0,-1,34.1889352224726,-0.575417641271167,0.068448913999604,16.9098987169564,0.350230479316761
0.9604,"Perot",1,0,0,-1,-1,30.7668655891826,-0.686815652442701,0.656476976321944,4.99468328920193,0.343391426433832
4.0804,"Clinton",1,0,1,-1,-1,24.3093153149403,-0.720773631820122,0.666559255964367,7.45679774414748,0.0135304126888514
16.16,"Bush",0,1,0,1,1,36.2690746053496,-0.214504515399774,0.363732642169698,10.466957800556,2.4261374863467
4.0804,"Bush",0,1,0,1,0,32.1323211073841,1.36813264802863,0.483523288408128,19.2925358805805,0.0954116289503872
1.0404,"Bush",0,1,0,1,-1,28.5246425850386,1.04908662655933,0.0885999286547303,8.3996282836888,1.12721322472663
1.0404,"Clinton",0,1,0,-1,0,34.4756283052251,-0.359975117943056,0.189858895571281,16.3508584252559,0.0764436544850469
0.9604,"Bush",0,1,0,1,-1,34.3906674376652,-1.68591645453874,0.92518460481988,5.23600246198475,0.237575475592166
0.9604,"Clinton",1,0,0,1,-1,34.1079054081874,-0.844583428535954,0.508020026581295,11.407035170123,1.39645568808802
4.0804,"Clinton",1,0,0,-1,-1,33.4432012705005,-0.457760533240508,0.0374033362393279,11.9285796675831,2.62120185593579
0.9604,"Clinton",1,0,0,1,0,32.7695882676879,0.103638004228304,0.136148839723319,18.064195164945,1.4864296858034
9.1204,"Bush",0,1,1,-1,-1,29.6904414471164,-0.662607275700815,0.330439133245154,9.14862602693029,1.35471464968742
0.9604,"Clinton",1,0,1,-1,-1,28.4701866813004,2.00668069083189,0.335162704796497,10.9269861283246,0.125580366700888
9.1204,"Bush",0,1,1,1,0,28.0976449949381,-0.272267534418351,0.184468050487339,10.4813221143559,0.171411896590143
4.0804,"Bush",0,1,0,0,0,26.5264651053974,-1.21394447023951,0.292594716664899,15.1273214949761,2.20639826903555
0.9604,"Clinton",1,0,1,-1,-1,28.960413609902,-0.141261757282513,0.140173221472651,3.87016060273163,0.541045982856303
1.0404,"Clinton",1,0,0,-1,-1,23.6730182421587,-1.00537758159341,0.273441159773274,14.9224024887662,0.170954720117152
0.9604,"Bush",0,1,1,1,-1,40.8447798266926,0.156155707275326,0.0537946286300818,14.2790971349459,0.544982497580349
0.9604,"Clinton",1,0,0,0,-1,36.039809991525,0.233633614089869,0.00831743077152071,14.2857285984792,1.13096511237445
4.0804,"Perot",0,1,0,0,0,24.3844570839833,0.355587611628384,0.0641143505960002,11.4983623076696,0.389560234267265
4.0804,"Bush",1,0,0,1,0,27.9855758235046,-1.62185825912421,0.018538307847213,7.68065078207292,0.0448967412892856
9.1204,"Clinton",1,0,1,0,-1,27.6667232318839,0.220711290970649,0.457766188294594,9.34419489069842,0.920175613793445
1.0404,"Bush",0,1,0,1,-1,33.8998255916816,0.310450080541646,0.550230031184165,4.79342601587996,1.00147203363879
4.0804,"Perot",0,1,0,0,0,29.5831546676409,-1.42110844750449,0.270239771943628,7.33435619389638,3.51094267310059
1.0404,"Clinton",1,0,0,-1,-1,31.2665925699738,0.955365639730411,0.125422114040703,3.78749351715669,1.72423622211787
1.0404,"Clinton",1,0,1,-1,-1,29.8572662232565,0.784170879094338,0.720668823025958,10.9833364475053,0.799283248330367
4e-04,"Clinton",1,0,1,0,-1,29.7856477135434,2.29961936115445,0.0422654600502339,8.5095035796985,0.892405530395818
0.9604,"Bush",0,1,1,0,-1,36.8430114200723,0.156702987375728,0.714255615405949,6.5697846498806,0.00122101879970576
4.0804,"Bush",0,1,1,1,-1,28.8711450717037,0.0467335275180007,0.0135881163939305,15.7947310532909,0.327666049935746
1.0404,"Clinton",1,0,1,-1,-1,37.5823530221477,0.0965858340824363,0.555616541427183,7.14588397182524,0.663648948539048
1.0404,"Clinton",1,0,1,0,-1,22.2562359788489,0.0697662309003006,0.0538902377399305,9.89415035280399,0.537716309074312
4.0804,"Perot",0,1,0,1,1,32.9230687481803,-1.84847277533767,0.140944460096459,14.9577572206035,0.207044990733266
9.1204,"Clinton",0,0,1,0,-1,30.6192712192231,-1.67112705864224,0.271479084452891,4.94514472596347,0.116719578392804
9.1204,"Bush",1,0,0,1,-1,31.0797078437199,-0.0775389667912034,1.22750515951088,5.29085264937021,0.050875648856163
4.0804,"Bush",0,1,1,1,-1,31.8981974137994,-0.581067380566498,0.109013407396444,19.7361056369264,1.8134579473606
4.0804,"Bush",0,1,1,1,0,27.4883827344535,0.0547365250574253,0.775088226380658,19.6051371463109,0.528726649470627
4e-04,"Clinton",1,0,0,0,0,28.3339630816529,-2.11120837326053,1.34901890337916,15.897277092794,1.88930970608237
9.1204,"Bush",0,1,1,-1,-1,24.9071230844646,-1.49869825452676,0.0501123374948899,3.51101112621836,1.18261579140545
9.1204,"Bush",0,1,0,1,-1,24.6410438676221,-1.10148343893874,0.0717759880547722,19.5615653672721,0.512795420363545
4.0804,"Bush",0,1,0,0,0,31.5176432070213,0.986058221060247,1.65650794459018,15.9245959010441,2.48303180734131
1.0404,"Clinton",1,0,1,1,-1,32.2410488931471,-1.09849000709012,0.162466662625472,18.086514664581,0.312786317430437
1.0404,"Bush",0,1,0,-1,-1,30.2650211336525,-0.799513953576531,1.08981459085506,6.77320279204287,0.431184943765402
1.0404,"Clinton",0,0,0,0,-1,34.6113373393987,0.0798738186740527,0.244828292511889,7.59806328243576,0.145439061049941
1.0404,"Perot",0,1,1,1,0,40.2504234281357,-0.322746361825109,0.178093794959344,13.3233354222029,0.670712260529399
4.0804,"Bush",0,1,0,-1,0,27.5448441697173,0.146417178667962,0.622335971672824,8.7833759856876,0.815644747535598
1.0404,"Bush",0,1,0,0,0,18.4541556217959,2.30506198204569,0.280559894925261,15.8684779512696,0.173024023060283
9.1204,"Bush",0,1,0,-1,-1,35.0286926223113,-1.12460367125824,0.211961622194697,4.27223604731262,0.240155634004623
4.0804,"Bush",0,1,0,1,0,26.453996187088,-0.305469639909805,0.0293061170720365,18.1406917022541,3.3864911587325
9.1204,"Bush",0,1,0,1,1,26.5599569176632,-0.516759449743733,1.11328977885394,16.098391481908,0.372606961522251
9.1204,"Perot",0,1,0,0,0,35.1278568484835,1.51239542683245,1.07299229993782,18.0058733492624,0.386485986178456
4.0804,"Clinton",1,0,0,-1,-1,28.576134964745,-0.769484922890278,0.484901660347261,19.1121873811353,0.600558907724917
1.0404,"Clinton",1,0,1,1,-1,23.8964114387273,-0.0820869037757183,1.16092156549744,8.50808595097624,0.753555671269906
0.9604,"Clinton",1,0,0,-1,-1,30.9065173987458,0.787133614322708,0.0113291370504043,6.03721521422267,0.866569939958763
4e-04,"Clinton",1,0,1,1,-1,29.3055431878048,-1.0585905359484,0.746270669719797,5.54745097248815,1.88795784497825
1.0404,"Bush",0,0,1,0,-1,30.0288209294994,1.65517581574201,0.184156939542542,4.94893913110718,1.61239285572412
1.0404,"Perot",1,0,0,0,-1,31.9264020056317,0.675762415474246,0.0508834440261126,11.0117324187886,0.385010628035314
9.1204,"Bush",0,1,0,-1,0,28.146699841038,-1.07420660953035,0.648244135053762,16.7920129243284,3.17820031924133
1.0404,"Clinton",0,1,0,1,0,33.2218827425942,0.454577809057738,0.332704961944978,17.7346212747507,0.811174000571382
1.0404,"Clinton",1,0,1,-1,-1,28.8975671909062,-0.213307143233068,0.321032247107821,4.09988519642502,0.194665515329689
4e-04,"Clinton",1,0,1,-1,-1,31.6589098195785,0.313228771994335,0.20350896473974,15.4432601968292,0.0405108942331098
4e-04,"Perot",0,1,1,0,-1,35.4841950657467,-0.0899751970156634,0.179037146580716,19.5354354598094,1.32702333848448
3.9204,"Clinton",1,0,0,1,0,32.175907454169,1.07051603677834,0.352258780025844,8.28899235953577,0.0185746303759515
4.0804,"Clinton",1,0,0,0,-1,28.3703420723439,-1.35110038570333,0.0749239672696682,15.178545010509,3.0340319125164
16.16,"Bush",0,1,0,0,0,35.7440380922555,-0.522616697195916,0.343563824505201,13.1184317774605,0.18105690089529
9.1204,"Bush",0,1,0,0,-1,34.9675192798106,-0.249190677755399,0.0857335226166927,3.73409799858928,1.87875851614547
4.0804,"Clinton",1,0,0,0,-1,32.7419847975403,-0.995798724851333,0.463162477034222,10.6353267936502,1.29062620732458
9.1204,"Bush",0,1,0,0,0,31.1936586755572,-1.03995504376619,0.130912228487432,13.857472012518,0.814116008537722
1.0404,"Bush",0,1,1,0,0,26.8604696198031,-0.0179802405766626,1.4296582707109,16.6114766397513,0.406901503447443
1.0404,"Clinton",1,0,0,0,-1,36.80326224265,-0.132175132856735,0.552789265882778,12.2120321511757,1.58982334735013
1.0404,"Bush",1,0,1,-1,-1,26.9987020642644,-2.54934277475043,0.545993098726529,17.9909342569299,1.09172203223644
9.1204,"Bush",0,1,0,1,-1,40.9366649650829,1.04057345571938,0.150483095242331,3.11535648209974,2.16662424603913
9.1204,"Perot",0,1,1,0,0,37.6630531309259,0.24972573598519,0.526686035689521,10.5960217660759,0.0358439730480313
0.9604,"Clinton",1,0,0,1,0,28.8214982044976,2.41620737314833,0.0612680165407558,11.2162008720916,0.0213287004175276
0.9604,"Clinton",1,0,1,-1,-1,24.8678954984661,0.685198238051097,0.106859233511576,16.4855909582693,0.26298581296578
9.1204,"Bush",0,1,1,1,-1,26.4479671815035,-0.446959308961992,0.00739125860854983,7.73474296159111,1.22594532117263
4.0804,"Clinton",1,0,1,1,-1,31.2844185457826,2.7973911469581,0.0375893032178283,13.039355131099,0.54812911292538
3.9204,"Clinton",1,0,0,1,-1,28.7665406076881,2.83222602391551,0.664219850025384,6.18681169068441,1.35441740691186
4.0804,"Bush",0,1,1,1,-1,28.2622870030113,-1.21871181629018,0.0356702767077971,16.7237897266168,0.305142349999531
1.0404,"Clinton",1,0,1,1,-1,25.2419071636749,0.469031955955424,0.276631161523665,13.1037359908223,0.331245506647974
4.0804,"Bush",0,0,0,-1,-1,29.7748613759554,-0.21124691863215,0.323091011790836,7.62978209624998,0.660171940922737
0.9604,"Clinton",1,0,1,1,-1,26.0754776527146,0.187051146554012,1.06860899919631,16.6439425013959,0.319184593390673
4e-04,"Clinton",0,0,1,1,0,21.6602903170593,0.227542728568814,0.169124060465644,13.2834131217096,5.34148810960748
1.0404,"Clinton",1,0,1,-1,-1,28.0988673985612,-1.26190046286905,0.0445726326045891,19.2845883814152,3.12110777182465
4.0804,"Bush",0,1,0,0,-1,34.5949830453038,0.285589580242562,1.46883268770121,6.03635766752996,0.298250940947106
4.0804,"Perot",0,1,0,1,0,27.123265186958,1.7492473631418,0.29872115451684,3.07204358791932,0.225764025934041
4.0804,"Clinton",0,1,0,0,-1,33.0398216111252,-0.164090004134803,0.0135255667141585,9.31993775232695,0.146661988560735
0.9604,"Clinton",1,0,1,-1,-1,21.9105864585542,-0.162926710698454,0.140699941044052,16.1145509539638,1.19508766658129
9.1204,"Perot",0,0,0,-1,-1,29.7221901723773,1.39857200633747,0.00583235345159968,12.7431736867875,0.326627303380519
0.9604,"Clinton",1,0,1,0,-1,32.5970360197173,0.898396240682948,0.437645112771197,5.89781106938608,1.44571132982906
4.0804,"Clinton",1,0,0,-1,0,31.5057668108336,-1.64849481838129,0.439456812342234,4.51972233271226,0.161544734393655
9.1204,"Perot",0,1,0,-1,0,30.5283809707447,0.228556973262187,0.471490989315059,17.8958578882739,0.875200222715245
9.1204,"Bush",1,0,1,-1,-1,26.7964699584731,1.65354723467773,0.0270650076369445,5.47515776962973,2.00773683181944
0.9604,"Clinton",1,0,1,-1,-1,25.7514782698321,1.41527634991914,0.71882693877362,13.7997032888234,0.447957782074809
4e-04,"Clinton",1,0,1,1,-1,24.8793560469754,0.41995160381423,0.673069856412021,10.5860408693552,1.38393084700675
4.0804,"Bush",0,1,0,0,-1,30.5882329855006,0.721220807112894,0.178469208845248,18.7380057291593,0.286754823289812
16.16,"Clinton",0,1,0,-1,-1,25.262626929076,-1.19693521218868,0.460841947221164,13.402296396438,0.258327142801136
1.0404,"Clinton",1,0,1,-1,-1,27.5472127814967,0.300131566881373,0.0313026538739602,4.17417159024626,3.10430867650792
3.9204,"Clinton",1,0,1,0,-1,28.7195390390088,-0.954448935187822,0.168118100944019,11.7857409464195,1.0039759221998
4e-04,"Clinton",0,0,1,1,-1,39.219310026161,-0.458018068096944,0.067159300049146,14.7226865394041,0.411978014279157
1.0404,"Bush",0,1,1,1,-1,26.7402504915227,0.935603683779603,0.898836456818096,11.2433910928667,0.272255884114513
0.9604,"Clinton",0,0,1,1,0,31.1769328614243,-1.13689311169114,0.217481804080307,13.4730866651516,0.729888000011761
1.0404,"Clinton",1,0,1,1,-1,30.3898042478186,0.266918250873058,0.15883263759315,11.1451382609084,1.2316003050235
4.0804,"Bush",0,1,1,-1,-1,25.1907168293494,0.428332039471543,0.0194462460620725,17.4950323747471,0.742992935508185
4e-04,"Perot",1,0,0,0,-1,29.643459569382,0.0549119698396297,0.264137445003692,7.55019386671484,0.329314662143588
0.9604,"Perot",1,0,1,1,-1,37.2227542921167,1.82218882183542,0.34333687336336,9.94606301281601,1.36798861711742
1.0404,"Clinton",0,0,0,-1,-1,32.2575202653961,-1.02234732857525,0.00281679713328136,16.5934868613258,2.2717480124477
1.0404,"Clinton",1,0,0,0,-1,30.2061646099647,0.6061302614356,0.136896147547911,17.8527584476396,2.56203508178208
1.0404,"Clinton",0,1,1,0,-1,27.8875158383019,-0.0889305674506674,0.992129241370774,12.1612219505478,1.82992259404602
1.0404,"Bush",1,0,0,0,-1,19.7337638922974,-0.260832243833924,0.21501701635619,8.57895827945322,0.0483258799649775
1.0404,"Clinton",1,0,0,0,-1,35.6566860670709,0.464091233852381,0.0384598748291006,12.8309153961018,1.92149069338086
9.1204,"Bush",0,1,0,1,1,22.6967996453759,-1.02040059068393,0.197253449509541,8.67587893456221,0.0307792886160314
1.0404,"Bush",0,1,1,0,-1,33.6997375543867,-1.31345091651841,0.0563027169122383,5.69442581525072,1.1180650870827
9.1204,"Bush",0,1,0,1,-1,39.5455178460874,-0.494480875483423,0.428586802120908,11.6721045132726,0.652738731354475
0.9604,"Clinton",1,0,0,1,0,22.780534195141,1.75175714975545,0.110395183321089,3.62004205607809,0.948141651186061
0.9604,"Clinton",1,0,1,0,-1,33.5089216768736,0.0557647746125201,0.304644923022294,5.42212647339329,0.0427896450273693
1.0404,"Perot",1,0,1,-1,-1,28.6890125529877,0.331434398227886,0.194647276618828,5.92276514973491,1.61175741613884
1.0404,"Clinton",1,0,1,0,-1,22.1392792042726,-0.18984663767754,0.352684784356161,8.50782128726132,3.14980429748672
9.1204,"Bush",0,1,1,1,-1,22.4266617310912,0.470492731953825,0.24098888907423,9.01073762471788,1.04985336768897
9.1204,"Bush",0,1,1,1,0,21.992319132127,-0.951679543017146,1.62206007592512,17.730522276368,0.472512590698898
9.1204,"Bush",0,1,1,0,-1,27.3454673891485,1.15791046656864,0.404834213342174,9.05946841067635,0.759269592310202
9.1204,"Bush",0,1,0,0,0,22.6912220750205,0.584705260241351,0.0662843791457514,19.1621595011093,2.67510152409289
9.1204,"Bush",0,1,1,1,0,33.4395838648791,-0.806452822691705,0.349762910963003,11.2011833139695,1.18692876114966
9.1204,"Bush",0,1,1,0,-1,40.5005447026284,0.0545532458119923,0.597522762886493,17.7460554391146,2.34045066858146
4.0804,"Perot",0,1,0,1,1,23.5648476198241,0.716331619499123,0.0312481530590995,8.39960137242451,1.46834499166496
4e-04,"Bush",0,1,1,-1,-1,33.9386942373759,0.557730982054603,0.315761942571326,8.70294720563106,0.189287710469216
1.0404,"Clinton",1,0,1,-1,-1,33.8452112050045,1.48193401587688,0.43701065268209,5.74384622857906,0.384564054664224
4e-04,"Clinton",1,0,0,-1,0,31.6610128947506,-0.61298775489485,0.218376480663816,13.6239719414152,0.0424218140542507
9.1204,"Perot",0,1,0,1,-1,24.958116958615,1.11613661549039,0.0848755677143797,6.11795565672219,1.295897773425
1.0404,"Clinton",1,0,1,-1,0,29.4027369668467,1.03654800994122,0.127592062732826,12.1668803417124,1.3784432792616
1.0404,"Perot",1,0,0,1,-1,28.5980233241488,-0.162483131902855,0.00535511986042062,6.33490517758764,0.058368029538542
1.0404,"Clinton",0,1,1,-1,-1,32.8149476661024,-0.975926692821885,1.23633196632516,4.76817347342148,0.377738496754318
0.9604,"Perot",1,0,1,-1,-1,28.1378062194809,-1.08914519088452,0.0979327599828442,8.61449457425624,0.202789380775822
1.0404,"Bush",0,1,1,-1,-1,34.8848669334281,0.457786957944971,0.0820051096379757,13.2266587733757,1.66584871328416
3.9204,"Perot",1,0,0,1,-1,28.1270957111649,-0.0711267337208945,0.341677205933535,14.7369513381273,1.0239380634901
1.0404,"Bush",1,0,1,1,1,35.2635573278967,1.77910266685145,1.38269781252197,6.48306979588233,0.86635603192718
1.0404,"Clinton",1,0,0,0,-1,24.7541149666697,0.535137960496205,0.0176936928347644,10.0554331298918,1.1541107808751
1.0404,"Clinton",1,0,0,-1,0,23.6992237762094,-0.371944875163495,0.0253402408424759,5.45531614078209,0.952806685695779
16.16,"Bush",0,1,0,0,0,46.205199674712,-1.02554224849711,0.00526666506917389,6.52847894653678,1.42488177826076
0.9604,"Clinton",1,0,1,1,-1,27.9157120591978,-0.582401674605252,0.191882603547573,16.0207930037286,0.122474311385304
1.0404,"Clinton",1,0,0,0,-1,31.4911379577036,0.342888392897331,0.206401459562282,11.1876619255636,0.0747495633549988
1.0404,"Bush",0,1,1,-1,-1,33.1828483701692,-0.450934647056651,3.0271299597539,7.07139418600127,0.233864762354642
9.1204,"Bush",0,1,0,1,-1,27.5810968714563,0.51423012023069,0.902884423069867,16.5388224523049,1.74644740793377
3.9204,"Clinton",1,0,1,-1,-1,32.584310221568,-0.334338052169782,0.223217251244932,10.5264267865568,3.90721269578676
16.16,"Bush",0,1,0,1,0,31.8448226369254,-0.105559908794475,0.469125795613931,5.88914691680111,1.14767598414998
0.9604,"Perot",1,0,1,-1,-1,28.9230974617915,-0.730509672807828,0.171253173612058,5.80668107792735,0.217035970184952
4e-04,"Bush",1,0,1,-1,-1,30.3264651676266,1.9050435849087,0.0139474876742446,19.4670419124886,1.84523548363688
4.0804,"Bush",1,0,1,-1,-1,29.8296637313077,0.332621731470394,0.449749289687379,11.8792183648329,0.485298559069633
4.0804,"Clinton",0,1,1,1,-1,40.6422594950809,0.230633640499451,0.44615523329467,11.8830656385981,1.37792259450526
4.0804,"Bush",0,1,0,-1,-1,26.2933195186359,-1.69186241488407,0.0529268865163128,14.7089677713811,2.18955481649982
4.0804,"Perot",0,1,0,0,-1,24.5200186646267,0.659791899549327,0.0299896709963184,16.3973632035777,2.33602500678964
4.0804,"Clinton",0,1,0,-1,-1,30.1889419958554,-1.02362358887971,0.264215702176992,14.770085663069,0.818343296171707
3.9204,"Clinton",1,0,0,-1,-1,31.5524037472157,-0.891521574354298,0.218921881169081,17.9503136607818,1.23902150425584
4.0804,"Perot",0,1,0,-1,-1,32.1826173945509,0.918341171021649,0.0178806706163096,5.39920362946577,0.716431124464163
4.0804,"Bush",0,1,0,0,0,27.7081733364445,-0.45270064650823,0.348511431662643,7.50916961743496,3.8967156911031
4e-04,"Clinton",1,0,0,1,0,24.683369330144,-1.74837228000318,0.233861033790712,18.228799913777,1.00327674574674
0.9604,"Clinton",1,0,0,1,0,36.3159258804475,1.76990410988936,0.232147241618141,9.01647776691243,1.06238966896654
9.1204,"Bush",0,1,1,0,1,28.2517480602322,-2.37740692539252,0.188845278384785,18.8487210175954,0.0864913165314889
9.1204,"Bush",0,1,0,1,0,25.6724356867331,0.572811529859585,0.592195001092362,8.5611214665696,2.85330432033095
9.1204,"Bush",0,1,0,0,-1,28.8186021552945,1.01724924908461,0.0655359437999626,13.9716715794057,0.186334381187038
0.9604,"Clinton",1,0,1,0,-1,29.0141205282572,-0.630967866660535,0.127722029574215,11.8628286528401,0.29736165702343
4e-04,"Clinton",1,0,0,1,-1,35.5496014485682,0.444287051411554,0.0632286494221081,12.563631191384,0.0796861033677232
0.9604,"Clinton",1,0,1,1,-1,30.423686460986,0.439130388388555,1.51995449877324,11.479819500586,0.551928529515862
9.1204,"Perot",1,0,0,0,-1,33.7702689259226,1.04062315291451,1.05187194788815,12.02401848929,0.123513044288149
4e-04,"Clinton",1,0,1,-1,-1,27.5035399141387,0.484099387952522,0.576492254904715,9.51332955458201,1.35525606009634
9.1204,"Bush",0,1,1,1,0,31.072226547908,-0.244883779092525,0.0106082354691498,13.2275625350885,1.38443190041454
4e-04,"Clinton",1,0,0,-1,-1,28.3765704425458,0.915992057940211,0.126590230799644,7.47407262260094,0.199940535239875
4e-04,"Clinton",1,0,1,1,-1,30.4729176408679,0.800622356509766,0.0926815354080217,13.9938829035964,1.34031514539839
4.0804,"Bush",0,1,1,0,-1,25.5231832101123,-0.936569034135793,0.0314897172019507,14.3229455628898,2.32409790331934
4.0804,"Bush",0,1,0,0,-1,23.4459923333601,-1.40078743399573,0.0844906635272006,12.4250531538855,0.310747194569558
0.9604,"Clinton",1,0,1,0,0,39.9860669237398,0.160277539993178,0.215099989591787,8.23959740484133,2.83564504964237
4.0804,"Perot",0,1,0,0,0,33.0035441183621,-0.273962374775183,0.492139068093705,15.6375811481848,1.62120677708628
4e-04,"Perot",1,0,1,-1,-1,23.7436431918753,-0.985539112562296,0.0649787926425536,17.3998460811563,0.195916037100127
1.0404,"Perot",0,0,0,1,0,26.9441704165979,0.0839306795150329,0.0231675201667261,9.26488598575816,5.92878793146382
1.0404,"Bush",0,0,1,0,-1,24.0725995770134,-1.31999652648691,0.26906426497887,10.5011394363828,0.987223252612066
1.0404,"Perot",0,0,0,-1,-1,40.9940517444186,0.161226351326199,0.0203643276666601,17.8006049755495,0.111157073176113
9.1204,"Bush",0,1,1,1,-1,36.5620648821676,-0.62492838754192,0.316541671118045,9.95040992018767,0.11455685319379
1.0404,"Bush",0,1,1,0,1,28.6742747165182,0.957164274192481,0.0671347151510417,11.2444949534256,0.977050248100186
1.0404,"Perot",0,0,0,-1,-1,32.7159702961604,2.42448914116153,0.0336724714545457,11.5631024301983,1.59541266039091
4e-04,"Perot",0,1,1,1,-1,27.9283002604057,-0.915979243686792,0.119453536036114,3.67269571591169,0.658595041837543
4e-04,"Bush",0,1,0,1,1,27.6187655269221,1.05766417094298,0.327827547352417,9.7198303011246,0.751691665458393
3.9204,"Clinton",1,0,0,-1,-1,26.0569858107488,0.825149727768283,0.301395223971042,10.8248137552291,0.760163669316752
4.0804,"Bush",0,1,1,0,-1,27.0269136627024,-0.0701942243053587,0.0624316722775499,12.4677939689718,0.831639825463102
9.1204,"Bush",0,1,1,0,0,38.2545373366834,-0.453646374057015,0.204797760893901,14.4336875013541,0.731685731517983
4.0804,"Perot",1,0,0,1,1,29.7298593745728,1.57530770683748,0.28978343058219,14.5987473984715,0.0811544843018055
1.0404,"Bush",0,1,1,0,0,30.5962261821379,-2.00545781823625,0.504992044813244,18.1411754123401,0.450770404655486
16.16,"Bush",0,1,0,1,0,31.2184371479955,-0.643194791593663,0.00191424242941406,14.322630437091,1.86319486788454
1.0404,"Clinton",1,0,0,1,-1,36.1623793924267,-1.43684344365778,0.00817670785777258,11.908101770794,1.86946735708954
4.0804,"Bush",0,0,1,1,0,27.4196808452761,1.39531343894608,0.241684300810997,8.28747740853578,0.00447072555169938
0.9604,"Clinton",1,0,0,-1,-1,25.0374642480398,-0.190703432644857,0.244237222073877,3.44515596143901,0.783400506670487
1.0404,"Bush",0,0,0,-1,-1,38.3784846620159,-0.524671199469671,0.169678932558718,5.21070615458302,0.311796417925507
4.0804,"Perot",0,1,0,-1,0,27.7941839154736,3.18404447406633,0.281022069030408,11.5327689428814,0.0158661468885839
4e-04,"Bush",0,1,1,0,0,26.3846701503006,-0.0500372678876282,0.442994551408692,11.6857055549044,0.944208318325591
1.0404,"Clinton",1,0,0,1,0,23.8186344055835,-0.443749311866524,0.666305181852786,4.95878719328903,1.9246838017458
1.0404,"Bush",0,1,0,1,1,23.576421388411,0.299865250136145,0.17772423941642,7.35427474882454,0.0726939360923449
1.0404,"Bush",0,0,0,-1,-1,27.1301326035101,-1.56842462075497,0.162069959876438,5.79660280747339,0.370078505482525
4.0804,"Perot",0,1,0,0,-1,33.0899290858326,0.490302642672068,0.370872858310726,7.74973739637062,0.205107462592423
9.1204,"Bush",0,1,1,1,-1,35.5492406946486,-0.0961632010799668,0.418403384882613,5.59307298297063,0.301165292505175
